time_point,pitch_names
15.800000000,"[""D4"", ""D#4""]"
15.820000000,"[""D4"", ""D#4""]"
15.840000000,"[""D4"", ""D#4""]"
15.860000000,"[""D4"", ""D#4""]"
15.880000000,"[""D4"", ""D#4""]"
15.900000000,"[""D4"", ""D#4""]"
15.920000000,"[""D4"", ""B4"", ""C5"", ""C6""]"
15.940000000,"[""B4"", ""C5"", ""C#5"", ""C6"", ""C#6""]"
15.960000000,"[""B4"", ""C5"", ""C#5"", ""C6"", ""C#6""]"
15.980000000,"[""E3"", ""B4"", ""C5"", ""C#5"", ""C#6"", ""D6""]"
16.000000000,"[""E3"", ""D#4"", ""B4"", ""C5"", ""C#5"", ""C#6"", ""D6""]"
16.020000000,"[""E3"", ""D#4"", ""B4"", ""C5"", ""C#5"", ""C#6""]"
16.040000000,"[""B4"", ""C5"", ""C#5"", ""C#6""]"
16.060000000,"[""C5"", ""C#5"", ""C#6""]"
16.080000000,"[""C5"", ""C#5"", ""C#6""]"
16.100000000,"[""C5"", ""C#5"", ""C#6""]"
16.120000000,"[""C5"", ""C#5""]"
16.140000000,"[""C5"", ""C#5""]"
16.160000000,"[""C5"", ""C#5""]"
16.180000000,"[""B4"", ""C5"", ""C#5""]"
16.200000000,"[""B4"", ""C5"", ""C#5""]"
16.220000000,"[""B4"", ""C5"", ""C#5"", ""C#6""]"
16.240000000,"[""C5"", ""C#5"", ""D5"", ""C#6"", ""D6""]"
16.260000000,"[""C5"", ""C#5"", ""D5"", ""C#6""]"
16.280000000,"[""C5"", ""C#5"", ""D5"", ""C#6""]"
16.300000000,"[""C5"", ""C#5"", ""D5"", ""C#6""]"
16.320000000,"[""C5"", ""C#5"", ""D5"", ""C#6""]"
16.340000000,"[""C5"", ""C#5"", ""D5"", ""C#6""]"
16.360000000,"[""C5"", ""C#5"", ""D5"", ""C#6""]"
16.380000000,"[""C5"", ""C#5"", ""D5""]"
16.400000000,"[""C5"", ""C#5"", ""D5""]"
